close,high,low,open,startTime,time,volume
10.4725,10.535,10.4725,10.51,2020-07-20T23:00:00+00:00,1595286000000.0,0.0
8.8525,8.91,8.725,8.91,2020-07-27T23:00:00+00:00,1595890800000.0,0.0
8.91,8.9325,8.83,8.855,2020-07-27T22:00:00+00:00,1595887200000.0,893.7621
8.855,8.91,8.7925,8.91,2020-07-27T21:00:00+00:00,1595883600000.0,0.0
8.91,8.91,8.88,8.91,2020-07-27T20:00:00+00:00,1595880000000.0,0.0
8.91,8.91,8.88,8.91,2020-07-27T19:00:00+00:00,1595876400000.0,999.9693
8.91,8.91,8.91,8.91,2020-07-27T18:00:00+00:00,1595872800000.0,0.0
8.91,8.91,8.68,8.685,2020-07-27T17:00:00+00:00,1595869200000.0,7016.2686
8.685,8.8575,8.68,8.8175,2020-07-27T16:00:00+00:00,1595865600000.0,4208.4437
8.8175,8.8525,8.8175,8.8175,2020-07-27T15:00:00+00:00,1595862000000.0,0.0
8.8175,9.43,8.8075,9.43,2020-07-27T14:00:00+00:00,1595858400000.0,4360.063675
9.43,9.53,9.4225,9.51,2020-07-27T13:00:00+00:00,1595854800000.0,250.03035
9.53,9.53,9.4925,9.525,2020-07-27T12:00:00+00:00,1595851200000.0,0.0
9.525,9.64,9.525,9.595,2020-07-27T11:00:00+00:00,1595847600000.0,238.25
9.595,9.985,9.55,9.985,2020-07-27T10:00:00+00:00,1595844000000.0,1076.7254
9.985,10.1675,9.985,10.1675,2020-07-27T09:00:00+00:00,1595840400000.0,99.85
10.1675,10.1675,9.91,10.1275,2020-07-27T08:00:00+00:00,1595836800000.0,600.91155
10.1275,10.3325,10.08,10.3325,2020-07-27T07:00:00+00:00,1595833200000.0,6898.0985
10.3325,10.4,10.17,10.2125,2020-07-27T06:00:00+00:00,1595829600000.0,311.99895
10.2125,10.3125,10.205,10.255,2020-07-27T05:00:00+00:00,1595826000000.0,0.0
10.255,10.495,10.105,10.4575,2020-07-27T04:00:00+00:00,1595822400000.0,9830.269825
10.4575,10.65,10.4575,10.5575,2020-07-27T03:00:00+00:00,1595818800000.0,5040.441075
10.5575,10.5575,10.49,10.5575,2020-07-27T02:00:00+00:00,1595815200000.0,0.0
10.5575,10.595,10.295,10.345,2020-07-27T01:00:00+00:00,1595811600000.0,1891.882675
10.345,10.3825,10.175,10.175,2020-07-27T00:00:00+00:00,1595808000000.0,4045.99945
10.175,10.175,10.175,10.175,2020-07-26T23:00:00+00:00,1595804400000.0,0.0
10.175,10.2125,10.175,10.175,2020-07-26T22:00:00+00:00,1595800800000.0,0.0
10.175,10.2025,10.1125,10.1125,2020-07-26T21:00:00+00:00,1595797200000.0,1616.1273
10.1125,10.1275,10.1125,10.1125,2020-07-26T20:00:00+00:00,1595793600000.0,0.0
10.1125,10.1225,10.02,10.09,2020-07-26T19:00:00+00:00,1595790000000.0,139.653625
10.09,10.0975,9.895,10.0625,2020-07-26T18:00:00+00:00,1595786400000.0,883.9127
10.0625,10.1325,10.05,10.05,2020-07-26T17:00:00+00:00,1595782800000.0,0.0
10.05,10.3125,10.05,10.2175,2020-07-26T16:00:00+00:00,1595779200000.0,0.0
10.2175,10.3,10.18,10.28,2020-07-26T15:00:00+00:00,1595775600000.0,0.0
10.28,10.29,10.065,10.11,2020-07-26T14:00:00+00:00,1595772000000.0,0.0
10.11,10.175,10.05,10.05,2020-07-26T13:00:00+00:00,1595768400000.0,0.0
10.05,10.435,10.0425,10.435,2020-07-26T12:00:00+00:00,1595764800000.0,164.452
10.435,10.4825,10.37,10.4825,2020-07-26T11:00:00+00:00,1595761200000.0,0.0
10.4825,10.71,10.3925,10.595,2020-07-26T10:00:00+00:00,1595757600000.0,6514.522
10.595,10.595,10.595,10.595,2020-07-26T09:00:00+00:00,1595754000000.0,0.0
10.595,10.7425,10.5825,10.6125,2020-07-26T08:00:00+00:00,1595750400000.0,705.56495
10.6125,10.7,10.42,10.4575,2020-07-26T07:00:00+00:00,1595746800000.0,1059.288675
10.4575,10.5125,10.3975,10.4575,2020-07-26T06:00:00+00:00,1595743200000.0,0.0
10.4575,10.4575,10.4575,10.4575,2020-07-26T05:00:00+00:00,1595739600000.0,0.0
