close,high,low,open,startTime,time,volume
3488.0,3488.0,3488.0,3488.0,2020-07-20T23:00:00+00:00,1595286000000.0,0.0
1911.5,2046.0,1911.5,2046.0,2020-07-27T23:00:00+00:00,1595890800000.0,0.0
2046.0,2046.0,1931.0,1931.0,2020-07-27T22:00:00+00:00,1595887200000.0,0.0
1931.0,2046.0,1931.0,2046.0,2020-07-27T21:00:00+00:00,1595883600000.0,0.0
2046.0,2046.0,1820.5,1870.5,2020-07-27T20:00:00+00:00,1595880000000.0,14.9358
1870.5,1890.0,1805.5,1842.5,2020-07-27T19:00:00+00:00,1595876400000.0,0.0
1842.5,1879.5,1640.5,1688.5,2020-07-27T18:00:00+00:00,1595872800000.0,0.0
1688.5,1792.5,1640.5,1640.5,2020-07-27T17:00:00+00:00,1595869200000.0,0.0
1640.5,1805.5,1628.0,1640.5,2020-07-27T16:00:00+00:00,1595865600000.0,0.0
1640.5,1785.0,1344.5,1559.0,2020-07-27T15:00:00+00:00,1595862000000.0,100.4308
1505.0,2321.0,1505.0,2321.0,2020-07-27T14:00:00+00:00,1595858400000.0,550.33365
2321.0,2321.0,2311.0,2321.0,2020-07-27T13:00:00+00:00,1595854800000.0,0.0
2321.0,2321.0,2321.0,2321.0,2020-07-27T12:00:00+00:00,1595851200000.0,0.0
2321.0,2396.0,2269.0,2368.0,2020-07-27T11:00:00+00:00,1595847600000.0,0.0
2368.0,2496.0,2357.0,2398.0,2020-07-27T10:00:00+00:00,1595844000000.0,0.0
2398.0,2629.0,2378.0,2405.0,2020-07-27T09:00:00+00:00,1595840400000.0,0.0
2405.0,2420.0,2321.0,2367.0,2020-07-27T08:00:00+00:00,1595836800000.0,0.0
2367.0,2373.0,2321.0,2373.0,2020-07-27T07:00:00+00:00,1595833200000.0,0.0
2373.0,2382.0,2321.0,2321.0,2020-07-27T06:00:00+00:00,1595829600000.0,0.0
2321.0,2404.0,2321.0,2360.0,2020-07-27T05:00:00+00:00,1595826000000.0,305.4106
2360.0,2619.5,2238.5,2445.0,2020-07-27T04:00:00+00:00,1595822400000.0,61.596
2445.0,3295.0,2423.0,3295.0,2020-07-27T03:00:00+00:00,1595818800000.0,0.33
3295.0,3295.0,3295.0,3295.0,2020-07-27T02:00:00+00:00,1595815200000.0,0.0
3295.0,3295.0,3295.0,3295.0,2020-07-27T01:00:00+00:00,1595811600000.0,0.0
3295.0,3370.0,3295.0,3343.0,2020-07-27T00:00:00+00:00,1595808000000.0,0.0
3343.0,3393.0,3295.0,3334.0,2020-07-26T23:00:00+00:00,1595804400000.0,0.0
3334.0,3408.0,3295.0,3295.0,2020-07-26T22:00:00+00:00,1595800800000.0,0.0
3295.0,3295.0,3295.0,3295.0,2020-07-26T21:00:00+00:00,1595797200000.0,0.0
3295.0,3295.0,3295.0,3295.0,2020-07-26T20:00:00+00:00,1595793600000.0,0.0
3295.0,3383.0,3295.0,3295.0,2020-07-26T19:00:00+00:00,1595790000000.0,0.0
3295.0,3295.0,3295.0,3295.0,2020-07-26T18:00:00+00:00,1595786400000.0,0.0
3295.0,3295.0,3295.0,3295.0,2020-07-26T17:00:00+00:00,1595782800000.0,0.0
3295.0,3295.0,3206.0,3243.0,2020-07-26T16:00:00+00:00,1595779200000.0,837.81168
3243.0,3551.0,3243.0,3507.0,2020-07-26T15:00:00+00:00,1595775600000.0,45.17704
3507.0,3551.0,3443.0,3477.0,2020-07-26T14:00:00+00:00,1595772000000.0,0.0
3477.0,3551.0,3410.0,3427.0,2020-07-26T13:00:00+00:00,1595768400000.0,0.0
3427.0,3529.0,3378.0,3483.0,2020-07-26T12:00:00+00:00,1595764800000.0,0.0
3483.0,3529.0,3389.0,3446.0,2020-07-26T11:00:00+00:00,1595761200000.0,0.0
3446.0,3646.0,3379.0,3571.0,2020-07-26T10:00:00+00:00,1595757600000.0,0.0
3571.0,3654.0,3542.0,3654.0,2020-07-26T09:00:00+00:00,1595754000000.0,0.0
3654.0,3674.0,3654.0,3674.0,2020-07-26T08:00:00+00:00,1595750400000.0,2977.97346
3674.0,3680.0,3674.0,3674.0,2020-07-26T07:00:00+00:00,1595746800000.0,0.0
3674.0,4036.0,3653.0,3904.0,2020-07-26T06:00:00+00:00,1595743200000.0,16835.62092
3904.0,4001.0,3719.0,3719.0,2020-07-26T05:00:00+00:00,1595739600000.0,3033.51072
3719.0,3737.0,3564.0,3564.0,2020-07-26T04:00:00+00:00,1595736000000.0,11.75204
3564.0,3564.0,3461.0,3461.0,2020-07-26T03:00:00+00:00,1595732400000.0,0.0
3461.0,3461.0,3461.0,3461.0,2020-07-26T02:00:00+00:00,1595728800000.0,0.0
3461.0,3461.0,3458.0,3461.0,2020-07-26T01:00:00+00:00,1595725200000.0,0.0
3461.0,3461.0,3447.0,3447.0,2020-07-26T00:00:00+00:00,1595721600000.0,0.0
3447.0,3461.0,3438.0,3461.0,2020-07-25T23:00:00+00:00,1595718000000.0,0.0
3461.0,3461.0,3432.0,3461.0,2020-07-25T22:00:00+00:00,1595714400000.0,0.0
3461.0,3506.0,3460.0,3506.0,2020-07-25T21:00:00+00:00,1595710800000.0,2788.45848
3506.0,3506.0,3460.0,3460.0,2020-07-25T20:00:00+00:00,1595707200000.0,176.04713
3460.0,3460.0,3454.0,3460.0,2020-07-25T19:00:00+00:00,1595703600000.0,14576.98
3460.0,3472.0,3432.0,3432.0,2020-07-25T18:00:00+00:00,1595700000000.0,0.0
3432.0,3516.0,3432.0,3473.0,2020-07-25T17:00:00+00:00,1595696400000.0,0.0
3473.0,3516.0,3446.0,3482.0,2020-07-25T16:00:00+00:00,1595692800000.0,0.0
3482.0,3516.0,3318.0,3318.0,2020-07-25T15:00:00+00:00,1595689200000.0,0.1758
3318.0,3318.0,3318.0,3318.0,2020-07-25T14:00:00+00:00,1595685600000.0,0.0
3318.0,3318.0,3318.0,3318.0,2020-07-25T13:00:00+00:00,1595682000000.0,0.0
3318.0,3318.0,3318.0,3318.0,2020-07-25T12:00:00+00:00,1595678400000.0,0.0
3318.0,3318.0,3318.0,3318.0,2020-07-25T11:00:00+00:00,1595674800000.0,0.0
