close,high,low,open,startTime,time,volume
862.75,866.0,857.0,866.0,2020-07-20T23:00:00+00:00,1595286000000.0,56.7355
1436.5,1452.0,1436.5,1436.5,2020-07-27T23:00:00+00:00,1595890800000.0,717.6754
1436.5,1537.5,1421.5,1500.5,2020-07-27T22:00:00+00:00,1595887200000.0,0.0
1500.5,1503.5,1410.5,1410.5,2020-07-27T21:00:00+00:00,1595883600000.0,0.0
1410.5,1427.0,1379.5,1394.5,2020-07-27T20:00:00+00:00,1595880000000.0,0.0
1394.5,1450.0,1391.5,1446.0,2020-07-27T19:00:00+00:00,1595876400000.0,0.0
1446.0,1515.0,1387.0,1499.5,2020-07-27T18:00:00+00:00,1595872800000.0,0.0
1499.5,1568.0,1483.5,1548.0,2020-07-27T17:00:00+00:00,1595869200000.0,15.375
1548.0,1565.0,1449.5,1485.0,2020-07-27T16:00:00+00:00,1595865600000.0,7.8327
1485.0,1643.5,1477.5,1596.5,2020-07-27T15:00:00+00:00,1595862000000.0,0.0
1596.5,1596.5,1416.0,1416.0,2020-07-27T14:00:00+00:00,1595858400000.0,0.0
1416.0,1416.0,1313.5,1316.5,2020-07-27T13:00:00+00:00,1595854800000.0,0.0
1316.5,1327.0,1295.5,1308.5,2020-07-27T12:00:00+00:00,1595851200000.0,0.0
1308.5,1338.0,1305.0,1313.0,2020-07-27T11:00:00+00:00,1595847600000.0,0.0
1313.0,1313.0,1295.5,1298.5,2020-07-27T10:00:00+00:00,1595844000000.0,0.0
1298.5,1313.5,1290.5,1301.5,2020-07-27T09:00:00+00:00,1595840400000.0,310.6715
1301.5,1335.0,1287.0,1335.0,2020-07-27T08:00:00+00:00,1595836800000.0,100.0887
1335.0,1335.0,1305.5,1306.0,2020-07-27T07:00:00+00:00,1595833200000.0,0.0
1306.0,1330.5,1291.5,1329.0,2020-07-27T06:00:00+00:00,1595829600000.0,0.0
1329.0,1329.0,1287.0,1306.0,2020-07-27T05:00:00+00:00,1595826000000.0,0.0
1306.0,1334.5,1263.5,1334.5,2020-07-27T04:00:00+00:00,1595822400000.0,205.6626
1334.5,1388.0,1176.0,1196.5,2020-07-27T03:00:00+00:00,1595818800000.0,1097.25
1196.5,1200.0,1153.0,1155.0,2020-07-27T02:00:00+00:00,1595815200000.0,0.0
1155.0,1193.0,1130.0,1131.5,2020-07-27T01:00:00+00:00,1595811600000.0,0.0
1131.5,1139.5,1070.0,1117.5,2020-07-27T00:00:00+00:00,1595808000000.0,0.0
1117.5,1130.0,1097.0,1130.0,2020-07-26T23:00:00+00:00,1595804400000.0,0.0
1130.0,1130.0,1126.5,1130.0,2020-07-26T22:00:00+00:00,1595800800000.0,0.0
1130.0,1130.0,1110.25,1130.0,2020-07-26T21:00:00+00:00,1595797200000.0,0.0
1130.0,1163.75,1130.0,1152.5,2020-07-26T20:00:00+00:00,1595793600000.0,0.0
1152.5,1177.5,1141.5,1147.0,2020-07-26T19:00:00+00:00,1595790000000.0,0.0
1147.0,1151.75,1130.0,1130.0,2020-07-26T18:00:00+00:00,1595786400000.0,0.0
1130.0,1181.75,1130.0,1180.0,2020-07-26T17:00:00+00:00,1595782800000.0,0.0
1180.0,1235.75,1155.75,1155.75,2020-07-26T16:00:00+00:00,1595779200000.0,0.0
1155.75,1156.25,1099.5,1104.0,2020-07-26T15:00:00+00:00,1595775600000.0,991.801
1104.0,1106.25,1095.75,1103.25,2020-07-26T14:00:00+00:00,1595772000000.0,0.0
1103.25,1107.75,1086.0,1099.0,2020-07-26T13:00:00+00:00,1595768400000.0,0.0
1099.0,1150.75,1088.0,1093.0,2020-07-26T12:00:00+00:00,1595764800000.0,0.0
1093.0,1120.25,1091.0,1111.25,2020-07-26T11:00:00+00:00,1595761200000.0,0.0
1111.25,1126.0,1031.25,1031.25,2020-07-26T10:00:00+00:00,1595757600000.0,0.0
1031.25,1031.25,981.5,990.5,2020-07-26T09:00:00+00:00,1595754000000.0,0.0
990.5,990.5,963.75,984.5,2020-07-26T08:00:00+00:00,1595750400000.0,0.0
984.5,986.0,963.75,974.75,2020-07-26T07:00:00+00:00,1595746800000.0,0.0
974.75,991.5,965.0,968.75,2020-07-26T06:00:00+00:00,1595743200000.0,0.0
968.75,982.75,963.75,965.5,2020-07-26T05:00:00+00:00,1595739600000.0,0.0
965.5,969.0,943.0,963.75,2020-07-26T04:00:00+00:00,1595736000000.0,0.0
963.75,969.25,963.75,964.0,2020-07-26T03:00:00+00:00,1595732400000.0,0.0
964.0,999.75,963.75,993.25,2020-07-26T02:00:00+00:00,1595728800000.0,0.0
993.25,1006.0,987.25,990.0,2020-07-26T01:00:00+00:00,1595725200000.0,0.0
990.0,1028.5,986.5,1028.5,2020-07-26T00:00:00+00:00,1595721600000.0,0.0
1028.5,1031.5,975.0,979.0,2020-07-25T23:00:00+00:00,1595718000000.0,0.0
