close,high,low,open,startTime,time,volume
13070.0,13545.0,13040.0,13295.0,2020-07-20T23:00:00+00:00,1595286000000.0,0.0
7385.0,7385.0,6927.5,7097.5,2020-07-27T23:00:00+00:00,1595890800000.0,0.0
7097.5,7385.0,6510.0,6862.5,2020-07-27T22:00:00+00:00,1595887200000.0,0.0
6862.5,7385.0,6862.5,7385.0,2020-07-27T21:00:00+00:00,1595883600000.0,0.0
7385.0,7457.5,7332.5,7385.0,2020-07-27T20:00:00+00:00,1595880000000.0,0.0
7385.0,7385.0,7170.0,7170.0,2020-07-27T19:00:00+00:00,1595876400000.0,376.3396
7170.0,7400.0,6630.0,6630.0,2020-07-27T18:00:00+00:00,1595872800000.0,224.598
6630.0,6630.0,6097.5,6147.5,2020-07-27T17:00:00+00:00,1595869200000.0,381.1197
6147.5,6795.0,6082.5,6470.0,2020-07-27T16:00:00+00:00,1595865600000.0,0.0
6470.0,6510.0,5567.5,5890.0,2020-07-27T15:00:00+00:00,1595862000000.0,0.0
5890.0,7320.0,5890.0,7310.0,2020-07-27T14:00:00+00:00,1595858400000.0,54.528325
7415.0,7995.0,7415.0,7977.5,2020-07-27T13:00:00+00:00,1595854800000.0,11.92145
7977.5,8157.5,7890.0,8080.0,2020-07-27T12:00:00+00:00,1595851200000.0,0.0
8080.0,8080.0,7890.0,8020.0,2020-07-27T11:00:00+00:00,1595847600000.0,0.0
8020.0,8310.0,7990.0,8155.0,2020-07-27T10:00:00+00:00,1595844000000.0,0.0
8155.0,8550.0,8105.0,8465.0,2020-07-27T09:00:00+00:00,1595840400000.0,0.0
8465.0,8482.5,7890.0,7890.0,2020-07-27T08:00:00+00:00,1595836800000.0,0.0
7890.0,8065.0,7890.0,8065.0,2020-07-27T07:00:00+00:00,1595833200000.0,0.0
8065.0,8147.5,7890.0,7890.0,2020-07-27T06:00:00+00:00,1595829600000.0,0.0
7890.0,8440.0,7890.0,8072.5,2020-07-27T05:00:00+00:00,1595826000000.0,0.0
8072.5,8435.0,7890.0,8075.0,2020-07-27T04:00:00+00:00,1595822400000.0,4.734
8075.0,9572.5,7645.0,9377.5,2020-07-27T03:00:00+00:00,1595818800000.0,135.4985
9377.5,9822.5,9360.0,9775.0,2020-07-27T02:00:00+00:00,1595815200000.0,0.0
9775.0,10150.0,9462.5,10007.5,2020-07-27T01:00:00+00:00,1595811600000.0,0.0
10007.5,10582.5,9947.5,10125.0,2020-07-27T00:00:00+00:00,1595808000000.0,214.817325
10125.0,10345.0,9957.5,9957.5,2020-07-26T23:00:00+00:00,1595804400000.0,0.0
9957.5,10025.0,9880.0,9880.0,2020-07-26T22:00:00+00:00,1595800800000.0,0.0
9880.0,10200.0,9880.0,9940.0,2020-07-26T21:00:00+00:00,1595797200000.0,0.0
9940.0,9940.0,9600.0,9715.0,2020-07-26T20:00:00+00:00,1595793600000.0,0.0
9715.0,9835.0,9450.0,9780.0,2020-07-26T19:00:00+00:00,1595790000000.0,0.0
9780.0,9880.0,9745.0,9880.0,2020-07-26T18:00:00+00:00,1595786400000.0,0.0
9880.0,9915.0,9420.0,9420.0,2020-07-26T17:00:00+00:00,1595782800000.0,24.9964
9420.0,9695.0,8910.0,9695.0,2020-07-26T16:00:00+00:00,1595779200000.0,0.0
9695.0,10290.0,9690.0,10240.0,2020-07-26T15:00:00+00:00,1595775600000.0,0.0
10240.0,10310.0,10215.0,10270.0,2020-07-26T14:00:00+00:00,1595772000000.0,0.0
10270.0,10440.0,10205.0,10285.0,2020-07-26T13:00:00+00:00,1595768400000.0,0.0
10285.0,10420.0,9750.0,10360.0,2020-07-26T12:00:00+00:00,1595764800000.0,0.0
10360.0,10420.0,10080.0,10180.0,2020-07-26T11:00:00+00:00,1595761200000.0,0.0
